favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
0,Twitter for Android,@WIBWAriana    9?.  Thanks.,,False,Sun Apr 28 23:40:48 +0000 2013,2,328655063872598016
15,Twitter Web Client,"RT @MELANIATRUMP “@ApprenticeNBC: Her beauty lives 5,000 miles past Heaven. http://t.co/Edhyw5oupw ” Thank u @THEGaryBusey!",,False,Thu Apr 04 18:34:30 +0000 2013,14,319880675127869440
3888,Twitter Web Client,Sexting Pervert @anthonyweiner has returned to twitter. Parents of all underage girls should BLOCK him immediately!,,False,Tue Apr 23 20:22:03 +0000 2013,2746,326793109189062657
18,Twitter for Android,"""@mcs3289: Who is the better boss? Mr. or Mrs. Trump? Can't wait to find out next week! @realDonaldTrump @ApprenticeNBC""",,False,Mon Apr 01 09:53:26 +0000 2013,16,318662380265541632
34,Twitter for Android,"""@Maddie_Rene: @realDonaldTrump trump would be a great president he would be strong and truly fight for the US. freeing up the market.Thanks",,False,Wed Apr 24 12:49:07 +0000 2013,42,327041511525064704
1,Twitter Web Client,@puffy61 @Real_LukasHall Thanks.,puffy61,False,Wed Apr 17 15:50:07 +0000 2013,1,324550347823648769
21,Twitter for Android,"""@Jenil93_: @realDonaldTrump No melting of ice caps in the degree that global warming predicted. On the contrary increased ice in Antarctica",,False,Wed Apr 24 08:15:16 +0000 2013,31,326972596581191680
17,Twitter for Android,Will be doing Fox and Friends in 10 minutes at 7.05 - enjoy!,,False,Mon Apr 01 10:51:57 +0000 2013,12,318677106714370049
258,Facebook,“Don’t let the fear of striking out hold you back.” – Babe Ruth,,False,Wed May 01 22:09:48 +0000 2013,637,329719330751250432
136,Twitter Web Client,"Only 88,000 jobs were added this past March. Prediction was 190,000. Businesses can’t expand with Obama Care &amp; high taxes on horizon.",,False,Fri Apr 05 17:54:04 +0000 2013,434,320232886034911233
16,Twitter for Android,"""@Mimekiller: @realDonaldTrump this from the guy who advocated freedom for mike Tyson?"" Oh, I guess I'm not a racist!",,False,Wed Apr 24 09:24:50 +0000 2013,34,326990102326812672
137,Twitter Web Client,"“The great question is not whether you have failed, but whether you are content with failure.” - Laurence J. Peter",,False,Fri Apr 05 20:11:12 +0000 2013,353,320267398974418944
4,Twitter for Android,"""@jeffreybigmoney: @realDonaldTrump Would they have won the task if not the misspelling? I was dying for him or Trace to ask that. YES!",,False,Mon Apr 15 01:35:45 +0000 2013,6,323610563420774400
27,Facebook,With Dr. Dror Paley &amp; Dr. Ben Carson with two wonderful children at Mar-a-Lago. http://t.co/iw9h3Qa6Y5,,False,Tue Apr 02 16:04:02 +0000 2013,29,319118032775553025
47,Twitter for Android,"""@britonian: @realDonaldTrump lol ur delusional. He's got more smarts in his left nut than u do in ur whole wig!!"" Wrong dummy-no.contest!",,False,Wed Apr 24 08:27:12 +0000 2013,67,326975599119843328
45,Twitter for Android,Lance Armstrong just got sued by the Federal Government-they want their money back-I told you so! What was he thinking when he did that int?,,False,Wed Apr 24 11:19:10 +0000 2013,136,327018874300149760
43,Twitter Web Client,"Fracking poses ZERO health risks http://t.co/bXsJ6MKZGH  In fact, it increases our national security by making us energy independent.",,False,Wed May 01 19:17:44 +0000 2013,115,329676026382790656
9,Twitter for Android,"""@Davyshanks: Advertising Standards Authority has ruled @realDonaldTrump anti-windfarm ad misleading""  Not misleading, very truthful!",,False,Wed Apr 24 07:35:54 +0000 2013,9,326962687479267330
10,Twitter for Android,"""@JackLypka: @realDonaldTrump how do you like the Dallas Mavericks' chances tonight against Phoenix?"" I don't!",,False,Thu Apr 11 05:45:07 +0000 2013,13,322223767415816192
14,Twitter for Android,@ApprenticeNBC is great tonight and stars the legendary beauty @MELANIATRUMP who reveals her great skin care collection. @lordandtaylor,ApprenticeNBC,False,Sun Apr 07 20:04:23 +0000 2013,10,320990458228641793
15,Twitter for Android,"""@joooooojaah: @realDonaldTrump is my favorite twitter account""  Thanks!",,False,Sat Apr 27 03:08:49 +0000 2013,5,327982640651194368
1023,Twitter Web Client,"I’ve always been a fan of Steve Jobs, especially after watching Apple stock collapse w/out him – but the yacht he built is truly ugly.",,False,Tue Apr 23 19:43:41 +0000 2013,833,326783454089969665
0,Twitter Web Client,@__Mickey_Mouse Thanks Basil.,,False,Fri Apr 05 20:18:03 +0000 2013,3,320269122430709760
40,Twitter Web Client,All eyes are on @TigerWoods @The_Masters.  He’s in good position!,,False,Fri Apr 12 18:28:28 +0000 2013,92,322778258322120704
5,Twitter for Android,"""@MGSeneca: @realDonaldTrump you and your TV Show #theapprentice are tremendous. Watch it every week""  Thanks",,False,Fri Apr 05 04:19:14 +0000 2013,14,320027827250540544
5,Twitter for Android,"""@leebestt: @realDonaldTrump So true; from the 2 Best of all time Ruth and Trump.""  Really cool!",,False,Wed May 01 23:13:35 +0000 2013,6,329735381518000128
1045,Twitter Web Client,MUST READ ARTICLE: “Immigration reform could be bonanza for Democrats” http://t.co/M5yCKpoMB2 Are the @RNC &amp; @GOP suicidal?,,False,Thu Apr 25 21:00:28 +0000 2013,487,327527554871345154
8,Twitter for Android,"""@MrAlanR: @realDonaldTrump Donald you rock! #theartofthedeal changed me forever. Thanks"" That is really great news, congrats!",,False,Sun Apr 14 11:41:57 +0000 2013,10,323400732990648321
18,Twitter Web Client,Great photo with @IvankaTrump and @Joan_Rivers from this week's @ApprenticeNBC- http://t.co/LXhgt9Q0lK,,False,Mon Apr 29 21:54:22 +0000 2013,24,328990667235803136
0,Twitter for Android,"@TatorJuice   Wow, so nice! Thanks, I wish I could have met him.",TatorJuice,False,Thu Apr 25 12:28:44 +0000 2013,0,327398771564630016
8,Twitter Web Client,@Red_Head_Ed @JoseCanseco @thejbrain Thanks Eddie I really appreciate your nice words!,Red_Head_Ed,False,Tue Apr 09 18:46:14 +0000 2013,6,321695566113411072
0,Twitter Web Client,@BuzzFeedPSA @Lood800  Four.,,False,Fri Apr 05 20:14:23 +0000 2013,1,320268197129515009
30,Instagram,Here I am with @IvankaTrump and erictrump presenting the WGC @CadillacChamp Trophy to Tiger Woods at… http://t.co/q02V8RY6Hw,,False,Tue Apr 09 16:37:14 +0000 2013,36,321663102326288384
29,Twitter for Android,"""@HogmanjemJack: @realDonaldTrump After Obama bailed out GM for $80 Billion, 7 out of 10 GM cars made in China!""",,False,Sat Apr 13 03:43:53 +0000 2013,102,322918034585026560
6,Twitter for Android,"""@yrj77s: @realDonaldTrump Your clothing line is excellent.Thanks.",,False,Sat Apr 27 11:36:23 +0000 2013,8,328110371359571970
3,Twitter for Android,"""@KSofen: @realDonaldTrump I bought one of your ties at Macy's as a gift. Loved it and it was hard to choose just one. Nice designs - Thanks",,False,Mon Apr 29 00:51:15 +0000 2013,5,328672794453876736
3,Twitter for Android,"@OMGguy18    Wrong, screen is too small-Samsung size is better.",,False,Tue Apr 30 01:15:16 +0000 2013,5,329041225275543553
66,Twitter Lite,Don't forget to watch Celebrity Apprentice tonight at 9pm...you will love it!,,False,Sun Apr 21 21:04:18 +0000 2013,92,326078967578783745
171,Twitter for Android,"When the stupid people start feeling sorry for the Boston killer and want to release him and give him medals, remember the killings-maimings",,False,Sun Apr 21 13:52:17 +0000 2013,328,325970245489680384
55174,Twitter for iPhone,Big show tonight on @seanhannity! 9:00 P.M. on @FoxNews,,False,Thu Apr 12 00:48:39 +0000 2018,11114,984231791103012864
0,Twitter Web Client,@piano807 Wow!,piano807,False,Fri Apr 26 20:38:50 +0000 2013,2,327884497993490433
1,Twitter for Android,"@Leigh26Heather Savannah, work hard in school!",Leigh26Heather,False,Mon Apr 22 12:35:59 +0000 2013,1,326313432896909313
32,Twitter for Android,"""@jtan_from_ott: @realDonaldTrump would ever have a loser like @dannyzuker on the apprentice? His stupidity could be funny. Interesting!",,False,Tue Apr 30 01:53:58 +0000 2013,14,329050965028241409
49,Twitter for Android,"""@Lrac_Samoht: @realDonaldTrump ... And now Ur an expert on gun control ... Is there anything Ur not an expert on?   No!",,False,Wed Apr 24 00:13:49 +0000 2013,47,326851434454859776
3,Twitter for Android,"""@HaveAHeartCmpn: @realDonaldTrump Now that's a sharp tie ! Is it one of your brand of ties? #CelebApprentice""  Yes!",,False,Mon Apr 01 02:19:45 +0000 2013,6,318548205207969792
147,Twitter for Android,"""@davidpylejr: @realDonaldTrump @edincamera2 @alphatreblesix you're not really smart Mr. Trump, you're an F-ing genius!"" I.Q. tests confirm!",,False,Sat Apr 20 10:50:54 +0000 2013,84,325562209331712000
0,Twitter for Android,@RealDougClark  Great!,RealDougClark,False,Thu Apr 11 06:23:21 +0000 2013,2,322233389589602304
4,Twitter for Android,"""@WWinmill: @realDonaldTrump Canada loves you Donald!"" Thanks!",,False,Sun Apr 14 22:32:45 +0000 2013,13,323564511221145602
146,Twitter for Android,"""@NuccioKing: If he was white u wouldnt be saying that shit. RT.  He is white dummy! What have you been taking!",,False,Sat Apr 20 01:40:57 +0000 2013,128,325423811791040513
6,Twitter for Android,"""@firephoto67: @realDonaldTrump Big fan Mr. Trump, always have been. Keep up the good work""  Thanks Woody!",,False,Sat Apr 27 03:14:04 +0000 2013,14,327983959923376128
66,Twitter for Android,"Thanks for the tremendous support for my shirts, ties and suits at Macy's. They do great because of really high quality at a low price.",,False,Sat Apr 27 11:13:58 +0000 2013,82,328104731673231361
9,Twitter for Android,"""@TheRayGallimore: @realDonaldTrump #CelebrityApprentice most powerful show on the network! No other television series comes close to it!",,False,Mon Apr 01 03:47:14 +0000 2013,17,318570222476988419
0,Twitter Web Client,"@StockMarket100 It might but there'd be ""hell to pay!""",StockMarket100,False,Tue Apr 16 15:05:08 +0000 2013,0,324176639107948544
22,Twitter for Android,@NextLevelStoner   Great!,,False,Sun Apr 21 14:17:24 +0000 2013,27,325976565903134722
8,Twitter for Android,"""@bracybuilders: @realDonaldTrump just a playboy",,False,Sun Apr 21 15:28:03 +0000 2013,13,325994346715426819
43,Twitter for Android,"""@WLynton: @realDonaldTrump Why don't you just block the morons that try annoy you?"" They make me feel even smarter-not worth the effort!",,False,Wed Apr 24 09:19:37 +0000 2013,44,326988789388025856
0,Twitter for Android,@FakeBriWilliams   Thank you!,NormanCharles88,False,Tue Apr 30 00:10:22 +0000 2013,0,329024893536567297
358,Twitter for Android,"""@kristinaoakes: @realDonaldTrump No, you're overrated.""  By who, a moron lile you!",,False,Thu Apr 25 12:04:54 +0000 2013,298,327392773252730880
11,Twitter for Android,"""@tcorbitt20: @realDonaldTrump don't forget George W Bush, too. It's all his fault"" No Republican hit Bush as hard as I did!",,False,Sat Apr 20 13:28:42 +0000 2013,15,325601921605963776
6,Twitter for Android,"""@AlbertoSidney: @realDonaldTrump excellent service #Doral""  Thanld.",,False,Wed May 01 01:39:44 +0000 2013,10,329409770396217344
60,Twitter for Android,"My induction last night at Madison Square Garden into the WWE Hall of Fame was amazing-I met some great people, including Bruno.",,False,Sun Apr 07 11:57:25 +0000 2013,125,320867906772688897
87561,Twitter for iPhone,"Our thoughts and prayers are with the four U.S. Marines from the 3rd Marine Aircraft Wing who lost their lives in yesterday’s Southern California helicopter crash. We pray for their families, and our great @USMC.",,False,Wed Apr 04 14:50:03 +0000 2018,18132,981544432762802176
49,Twitter for Android,"Remember, NBC increased Celebrity Apprentice to 2 hours starting this Sunday night at 9 P.M. through end of season-great news for App lovers",,False,Sat Apr 13 11:48:03 +0000 2013,62,323039880072536065
7,Twitter for Android,"@penguin_rob  like ugly, bird killing wind turbines!",penguin_can,False,Wed Apr 24 01:52:30 +0000 2013,11,326876271256670209
52,Twitter Web Client,"@wvcarsong Okay, please say hello to her for me.",wvcarsong,False,Wed Apr 24 14:24:37 +0000 2013,15,327065545109299201
19,Twitter for Android,"""@FlamboyantFag: @realDonaldTrump a world with Donald Trump is a world I don't want to live in #inspiration""  Wow, how nice!",,False,Mon Apr 01 02:21:58 +0000 2013,42,318548764249948160
1,Twitter for Android,@BillLMU Lili will call you - thanks and good luck!,BillLMMUU,False,Sat Apr 06 22:33:59 +0000 2013,2,320665716569280512
63,Twitter Web Client,"In light of Boston, immigration legislation will be much harder to get.",,False,Mon Apr 22 18:50:21 +0000 2013,88,326407645621784577
10,Twitter Web Client,South African Tourism North America will unveil its new ad campaign “What’s Your BIG 5?” on All-Star @ApprenticeNBC this Sunday.,,False,Fri Apr 19 14:14:55 +0000 2013,60,325251165837205505
5,Twitter for Android,"""@vanillakissesxx: @realDonaldTrump Love you and love the show!! :)""  Thanks S!",,False,Sun Apr 28 23:42:14 +0000 2013,16,328655427648749569
23,Twitter Web Client,Here’s @Joan_Rivers. She &amp; @IvankaTrump make a terrific team as my advisors. #CelebApprentice,,False,Mon Apr 29 01:04:52 +0000 2013,40,328676220743086080
16,Twitter for Android,Celebrity Apprentice on tonight - CNBC at 9,,False,Wed Apr 03 09:29:39 +0000 2013,22,319381168799772672
10,Twitter for Android,"""@josh_b_123: thank you for creating the best show ever @realDonaldTrump""  Very nice, thank you!",,False,Sat Apr 13 04:30:39 +0000 2013,17,322929801230966784
1173,Twitter Web Client,What did you think of @THEGaryBusey's mechanical dog idea?,,False,Mon Apr 29 02:10:34 +0000 2013,971,328692756228747266
43,Twitter Web Client,#TBT With @DonaldJTrumpJr almost 35 years ago- http://t.co/GyYH07cUIO,,False,Thu Apr 18 19:02:31 +0000 2013,29,324961155820957697
380,Twitter for Android,We must change the laws of our land and seek fair but rapid trials for the perpetrators of terrorist acts (Boston) with harsh punishment!,,False,Mon Apr 15 23:11:45 +0000 2013,822,323936711090511872
1,Twitter for Android,@mtshastacola   Happy birthday!,mtshastacola,False,Tue Apr 30 01:35:41 +0000 2013,1,329046366175248384
577,Twitter Web Client,I sure hope the sexting pervert Anthony Weiner runs for mayor.  Will be great fun watching him both lose and be humiliated.,,False,Tue Apr 16 20:45:55 +0000 2013,654,324262399953756160
11,Twitter for Android,"""@salesdan48: @realDonaldTrump Can't wait to see the finished product. Another Trump masterpiece ..... As usual !!!"" Thanks Dan re. Doral!",,False,Sat Apr 06 00:55:13 +0000 2013,11,320338871239979008
14,Twitter for Android,"""@_KateMorgan_: I'd say @realDonaldTrump is a legend""  I work too long and hard to think about it - but thanks!",,False,Wed Apr 17 12:17:40 +0000 2013,15,324496884473425921
0,Twitter Web Client,@emilyplacido @foxandfriends @IvankaTrump Thanks.,emilyplacido,False,Tue Apr 16 15:01:26 +0000 2013,2,324175708979097601
18,Twitter for Android,@gretawire-I'll be doing On the Record With Greta Van Susteren tonight at 10 P.M. Greta is a Terrific person who really gets it!  (FOX).,greta,False,Sat Apr 27 01:32:17 +0000 2013,14,327958347011731456
4,Twitter Web Client,@DannyOjedaOKC  Thanks.,DannyOjedaOKC,False,Tue Apr 16 20:54:41 +0000 2013,3,324264606698717186
138,Twitter for Android,The Central Park Five documentary  was a one sided piece of garbage that didn't explain the.horrific crimes of these young men while in park,,False,Wed Apr 24 07:34:09 +0000 2013,252,326962250143371264
136119,Twitter for iPhone,Fire at Trump Tower is out. Very confined (well built building). Firemen (and women) did a great job. THANK YOU!,,False,Sat Apr 07 22:42:22 +0000 2018,24453,982750459877380096
45,Twitter Lite,I hope you are watching the Apprentice...tonight's show is great and Brett Michaels is back!,,False,Mon Apr 22 01:13:50 +0000 2013,39,326141765490966528
102,Twitter Web Client,"Do as I say, not as I do.The politicians who passed ObamaCare are now exempting themselves from the monstrosity http://t.co/yr0vShKnqZ",,False,Thu Apr 25 20:48:42 +0000 2013,357,327524591176126465
27,Twitter Web Client,Just out- @ApprenticeNBC was in first place in all demos during the 10PM hour in the ratings.,,False,Mon Apr 29 16:40:21 +0000 2013,18,328911642253467649
16,Twitter Web Client,.@alexsalmond RT @King_Pepp  Driving through Indiana and seeing tons of ugly windmills. Now I know what @realDonaldTrump is talking about,,False,Fri Apr 12 18:08:25 +0000 2013,15,322773214247927809
522,Twitter Web Client,Did the Boston terrorists register their guns? No. Another example of why gun control legislation is not the answer!,,False,Tue Apr 23 20:13:43 +0000 2013,1167,326791014146768896
116,Twitter Web Client,"I ask again, how much is very wealthy South Korea paying the United States for protecting it against North Korea?",,False,Tue Apr 02 20:48:21 +0000 2013,312,319189584573497344
0,Twitter Web Client,@Debonairo That is true!,,False,Thu Apr 25 16:30:25 +0000 2013,1,327459591958958084
9,Twitter Web Client,A lot of comments re @MELANIATRUMP vs. Milania last week. I think spelling has taken on a new significance. #CelebApprentice,,False,Mon Apr 15 01:00:42 +0000 2013,14,323601741557932035
150,Twitter Web Client,"The big problem for little @MacMiller is that he’s going to have to have another hit song, not just his Donald Trump bonanza.",,False,Mon Apr 22 16:13:30 +0000 2013,294,326368170996813824
1,Twitter Web Client,@PhilStephen The Scotland golf course in Aberdeen is open &amp; packed—really cool to see &amp; many are saying the greatest golf course ever built.,,False,Wed Apr 24 14:30:57 +0000 2013,4,327067141436219394
41,Twitter Web Client,I discuss South Korea in today's all new #TrumpVlog - http://t.co/RbD4ihqTom,,False,Wed Apr 10 18:39:46 +0000 2013,62,322056325179785216
28,Twitter Web Client,George Ross and I have done some great real estate deals together. He’s a tough negotiator. #CelebApprentice,,False,Mon Apr 22 02:34:41 +0000 2013,29,326162110100946945
10,Twitter for Android,Celebrity Apprentice is rebroadcasting last weeks episode at 9 P.M. WITH A GREAT NEW EPISODE FEATURING @MELANIA TRUMP AT 10 P.M. - AMAZING!,,False,Sun Apr 07 12:28:18 +0000 2013,24,320875680294387712
20,Twitter for Android,"""@Verniceblahblah: @realDonaldTrump trump hotels are the best!!!""  I AGREE AND THANKS!",,False,Sun Apr 28 04:29:38 +0000 2013,26,328365365073686528
9,Twitter for Android,"""@raider_level: @realDonaldTrump is one of my role models."" Thanks!",,False,Thu Apr 25 11:59:15 +0000 2013,16,327391352289628160
6,Twitter for Android,@Stiles_Dub   @LilJon is a great guy and a great competitor who is respected by all!,Stiles_Dub,False,Wed May 01 00:15:12 +0000 2013,1,329388499008647168
136,Twitter for Android,"""@MustardTiger33: @realDonaldTrump - Hey, Mr. Trump, do you like Canada??"" Love Canada and its people!",,False,Sat Apr 27 03:30:19 +0000 2013,92,327988048866447362
115,Twitter Web Client,Will @anthonyweiner be fully clothed in his mayoral ads?,,False,Tue Apr 23 20:22:25 +0000 2013,178,326793199983140864
313,Twitter Web Client,Ignorance is inexcusable; it’s the surest way to fail. No acceptable reason exists for not being well informed.,,False,Fri Apr 26 20:24:23 +0000 2013,688,327880859782897665
11,Twitter for Android,"""@AdultProdigy: I'll say it, nobody beats @realDonaldTrump when it comes to honest reporting and serious insight."" Thanks!",,False,Sun Apr 14 11:57:07 +0000 2013,16,323404546351198210
2,Twitter Web Client,"@MdAhGOD Not much, it's too easy!",MdAhGOD,False,Thu Apr 11 16:24:51 +0000 2013,7,322384761379225600
56,Twitter for Android,"""@wallsburg: @realDonaldTrump Why did you support Obama in 08?"" I didn't dummy!",,False,Fri Apr 12 11:55:06 +0000 2013,53,322679263675432960
6,Twitter for Android,"""@EricLahti929: @realDonaldTrump @nbc -- I say more Mr. Trump and less everything else on your network!"" Thanks Eric, many agree!",,False,Wed Apr 10 11:29:25 +0000 2013,12,321948024488198144
27,Twitter for Android,"""@UnitedINDaKing: @realDonaldTrump If my little girl was old enough for Twitter, I *would want* her to be able to follow you. Smart parent!",,False,Sat Apr 20 04:56:09 +0000 2013,29,325472934623842306
2,Twitter Web Client,@frankibe I certainly did--in spades.,frankibe,False,Thu Apr 25 20:43:43 +0000 2013,3,327523337997807616
133997,Twitter for iPhone,"Just hit 50% in the Rasmussen Poll, much higher than President Obama at same point. With all of the phony stories and Fake News, it’s hard to believe! Thank you America, we are doing Great Things.",,False,Sun Apr 15 14:44:30 +0000 2018,28515,985529299905187840
4,Twitter for Android,"""@VirginiaDG: #ProudToBeAFanOf very successful and inspiring @realDonaldTrump""",,False,Wed Apr 10 03:07:24 +0000 2013,5,321821688490754048
4,Twitter for Android,"""@teresayarbor: @realDonaldTrump @wallsburg I remember you supported John McCain just like I did."" That is correct, thank you!",,False,Sun Apr 14 20:41:45 +0000 2013,15,323536577622056960
28,Twitter Web Client,@DukeJrII Very sad--thanks.,Th_Duke_Jr,False,Wed Apr 24 14:25:27 +0000 2013,3,327065754681876481
16,Twitter Web Client,Great shots of @TrumpTowerNY #CelebApprentice,,False,Mon Apr 15 02:29:33 +0000 2013,13,323624103141572609
8,Twitter for Android,"""@denicarter: @realDonaldTrump @EricTrumpFdn @StJude @EricTrump Your children are GREAT role models and you are a terrific Dad. xxx""",,False,Mon Apr 01 11:35:46 +0000 2013,11,318688134697189376
73,Twitter Web Client,It's boardroom time! Does anyone miss @OMAROSA? #CelebApprentice,,False,Mon Apr 15 02:16:53 +0000 2013,73,323620915852214272
222,Twitter Web Client,"I just sent @THEGaryBusey a check of $20,000 for his charity, Children's Kawasaki Disease . He worked hard and deserves it.",,False,Mon Apr 29 20:41:27 +0000 2013,116,328972319986966528
111,Twitter Web Client,Afghan Leader Karzai has received tens of millions of dollars IN CASH from the U.S. Government- how stupidly is our Country being run?,,False,Mon Apr 29 23:00:59 +0000 2013,236,329007433559187459
83,Twitter Web Client,.@hardball_chris  Did you forget about Bill Ayers &amp; so many others? You should apologize to all the people you offended yesterday.,,False,Tue Apr 16 14:29:57 +0000 2013,178,324167784118505474
36,Twitter for Android,"""@The_INDYpendent: @realDonaldTrump Maybe Anthony Weiner can serve as editor in chief!"" But then @CNN would become X-rated!",,False,Sat Apr 20 00:00:44 +0000 2013,38,325398593181720576
12,Twitter for Android,"""@asaadhutchinson: @realDonaldTrump @maffucci93 Dream large, take charge""  True-do it!",,False,Thu Apr 25 11:56:02 +0000 2013,21,327390542197583873
36,Twitter for Android,Watch Gary B tonight on Celebrity Apprentice-some really crazy things happen!,,False,Sun Apr 21 14:37:44 +0000 2013,48,325981683998404611
5,Twitter for Android,"""@shillelagh2: @realDonaldTrump @tomspiglanin @TrumpNationalLA if its good enough for The Donald it should be ok for me"" Directly on Pacific",,False,Tue Apr 30 01:28:58 +0000 2013,8,329044673924579328
520,Twitter Web Client,"Weiner says many more pictures may be out there—this is just what NYC needs, a pervert Mayor.",,False,Thu Apr 25 17:38:34 +0000 2013,404,327476743977959424
65045,Twitter for iPhone,"On Yom HaShoah we remember the six million Jews slaughtered in the Holocaust. With each passing year, our duty to remember this atrocity increases as we pledge #NeverAgain. #HolocaustRemembranceDay https://t.co/tyga4VtjLT",,False,Thu Apr 12 16:42:54 +0000 2018,16790,984471933050937344
31,Twitter for Android,"""@miketilley13: Prepping for my job interview by reading ""The Art of the Deal"" by @realDonaldTrump Inspirational""  Good luck Mike!",,False,Wed Apr 10 03:25:55 +0000 2013,22,321826348802908160
99,Twitter for Android,Piers truly hates Omarosa!,,False,Mon Apr 01 02:24:28 +0000 2013,59,318549395203305474
6,Twitter for Android,@adamscott - I am really proud of you Adam - I'll see you soon at Trump National Doral!,,False,Sun Apr 14 23:53:45 +0000 2013,9,323584895697948672
90943,Twitter for iPhone,"DACA is dead because the Democrats didn’t care or act, and now everyone wants to get onto the DACA bandwagon... No longer works. Must build Wall and secure our borders with proper Border legislation. Democrats want No Borders, hence drugs and crime!",,False,Mon Apr 02 11:17:19 +0000 2018,23175,980766121983987712
0,Twitter for Android,@StephenHCornell,StephenHCornell,False,Wed Apr 10 03:33:15 +0000 2013,3,321828194414116864
12,Twitter Web Client,Based on the shoots- which silent film do you think will be better? #CelebApprentice,,False,Mon Apr 15 01:55:35 +0000 2013,11,323615555636572161
13,Twitter Web Client,"""Millions Could Get Surprise Tax Bills Under ‘Obamacare’ If They Don’t Accurately Project Their Income"" http://t.co/4bXfmA4jxy \",,False,Wed Apr 03 17:39:38 +0000 2013,68,319504477080154113
96867,Twitter for iPhone,"Attorney Client privilege is now a thing of the past. I have many (too many!) lawyers and they are probably wondering when their offices, and even homes, are going to be raided with everything, including their phones and computers, taken. All lawyers are deflated and concerned!",,False,Sun Apr 15 12:56:13 +0000 2018,23040,985502053345751040
80986,Twitter for iPhone,"Despite the Aluminum Tariffs, Aluminum prices are DOWN 4%. People are surprised, I’m not! Lots of money coming into U.S. coffers and Jobs, Jobs, Jobs!",,False,Fri Apr 06 11:11:51 +0000 2018,18997,982214297160839173
1,Twitter Web Client,@BeaumontAnthony Thanks.,LeeLeebo1,False,Wed Apr 17 13:16:41 +0000 2013,3,324511737078493184
20,Twitter Web Client,It was great to have @ApprenticeNBC veterans George Ross and @BretMichaels back in the boardroom. http://t.co/HxlPFrFWR9 #CelebApprentice,,False,Tue Apr 23 21:09:50 +0000 2013,21,326805133189083136
87460,Twitter for iPhone,"Last night, it was my great honor to host America’s senior defense and military leaders for dinner at the White House. America’s military is the GREATEST fighting force in the history of the world. They all have my pledge of unwavering commitment to our men and women in uniform! https://t.co/BjWKcMX0iL",,False,Tue Apr 10 13:30:35 +0000 2018,19487,983698762760704000
4,Twitter for Android,"""@MrWayneRock: @EricTrump @IvankaTrump Where Fred Christ Trump (father of The Donald) started THE TRUMP ORGANIZATION. Never saw-Really great",,False,Wed May 01 23:20:15 +0000 2013,10,329737056660107264
11,Twitter Web Client,"W/ spectacular panoramic Pacific Ocean views, @TrumpGolfLA is the top luxury public golf course in the country http://t.co/MYiwkyfiVU",,False,Wed Apr 17 20:40:05 +0000 2013,13,324623320232361984
157,Twitter for Android,I can't believe we are not asking South Korea for anything. They make a fortune on us while we spend a fortune defending them-how stupid!,,False,Fri Apr 12 11:29:49 +0000 2013,305,322672900744286208
285,Twitter Web Client,"Tell me, which is “cooler”—my induction into the @WWE Hall of Fame or my Star on the Hollywood Walk of Fame?",,False,Fri Apr 05 16:03:31 +0000 2013,345,320205063849144322
17,Twitter for Android,"""@ec364: @realDonaldTrump where's Sadam's billiions of $$ after Bush invested American taxpayer$. We were too stupid to take it-loser pols!",,False,Sun Apr 07 10:56:28 +0000 2013,36,320852568920166401
4,Twitter Web Client,See story in The Scotsman re: wind turbines- http://t.co/PCTS0EST7J,,False,Wed May 01 18:20:11 +0000 2013,12,329661543090372608
11,Twitter for Android,"""@piximania: @realDonaldTrump Mr Trump! I'm from South Africa and I just love your tweets!! You're the best!""  Thanks.",,False,Sat Apr 27 03:56:19 +0000 2013,6,327994591234113536
116,Twitter Web Client,Will Barack Obama personally read the Boston terrorist his Miranda Rights?,,False,Mon Apr 22 20:15:29 +0000 2013,207,326429069388423168
31,Twitter for Android,"Remember, save your evening to watch Celebrity Apprentice tonight at 9 - increased to a full two hours - great episode - watch Gary B.",,False,Sun Apr 14 11:40:16 +0000 2013,39,323400308782948352
9,Twitter for Android,"""@kilgorecf: Dang @DannyZuker v @realDonaldTrump has been too good.""   No, too easy-Danny is a dummy!",,False,Tue Apr 30 01:56:30 +0000 2013,18,329051602579238913
5,Twitter for Android,"""@ClevelandGuy70: @realDonaldTrump Sunday 9pm-11pm on NBC is the best TV of the week...Love the show Mr Trump #CelebApprentice""  Thanks!",,False,Mon Apr 29 00:48:38 +0000 2013,6,328672137101586434
1,Twitter for Android,@jamezypell   Yes!,jamezypell,False,Mon Apr 22 23:51:23 +0000 2013,1,326483401987223552
1,Twitter for Android,@UnitedContractF  Interesting and true.,UnitedContractF,False,Thu Apr 18 00:12:15 +0000 2013,0,324676713911033858
106140,Twitter for iPhone,"Very thankful for President Xi of China’s kind words on tariffs and automobile barriers...also, his enlightenment on intellectual property and technology transfers. We will make great progress together!",,False,Tue Apr 10 18:30:38 +0000 2018,22519,983774270886236161
19,Twitter for Android,Get ready to turn to NBC for CELEBRITY APPRENTICE -- TONIGHT'S SHOW IS GREAT!,,False,Mon Apr 15 01:00:07 +0000 2013,44,323601596942540803
173,Twitter Web Client,Our country should be worried about nuclear control far more than gun control--&amp; that one's not even close!,,False,Fri Apr 12 21:14:02 +0000 2013,438,322819924517085184
