favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
30,Twitter Web Client,"Via @TVbytheNumbers:“TV Ratings Sunday 'Family Guy' &amp; 'The Simpsons' Down, 'All-Star Celebrity Apprentice' Up” http://t.co/bSwTv3eBvD",,False,Tue Apr 16 15:41:41 +0000 2013,37,324185836713304064
22,Twitter Web Client,"For you newcomers, George Ross was one of my first advisors on the original Apprentice. #CelebApprentice",,False,Mon Apr 22 02:19:12 +0000 2013,29,326158212317446144
10,Twitter Web Client,.@THEGaryBusey is making no attempt to help. Is he in BuseyLand? Their team is short on help already… #CelebApprentice,,False,Mon Apr 22 01:33:01 +0000 2013,15,326146589192224769
4,Twitter for Android,@VeIvetRose  Also true!,VeIvetRose,False,Sat Apr 13 12:28:42 +0000 2013,2,323050106658123776
91093,Twitter for iPhone,"Do you believe that the Fake News Media is pushing hard on a story that I am going to replace A.G. Jeff Sessions with EPA Chief Scott Pruitt, who is doing a great job but is TOTALLY under siege? Do people really believe this stuff? So much of the media is dishonest and corrupt!",,False,Fri Apr 06 14:46:10 +0000 2018,22935,982268230306709509
14,Twitter for Android,@JTHolder2010  Great!,JTHolder2010,False,Thu Apr 11 06:38:03 +0000 2013,8,322237088537931778
326,Twitter Lite,What do you think of water boarding the Boston killer sometime prior to allowing our doctors to make him well? I suspect he may talk!,,False,Sun Apr 21 21:46:19 +0000 2013,570,326089541641445377
9,Facebook,Next year @TomBrokaw should be the comedian at the White House Correspondents’ dinner. The only problem is that... http://t.co/52sz6WwhUz,,False,Mon Apr 29 18:37:48 +0000 2013,17,328941202923716608
7,Twitter for Android,"""@craigdevlin: @realDonaldTrump @sheckiezx @kristinaoakes go on the daily show then and prove yourself."" I would triple his ratings-nice no.",,False,Thu Apr 25 12:47:34 +0000 2013,13,327403511258152962
3,Twitter Web Client,@OurColorado @emilyhoms Thank you.,OurColorado,False,Fri Apr 05 20:33:25 +0000 2013,2,320272987104374784
19,Twitter Lite,I don't know how Al Michaels could have been drunk and arrested on Friday night if he was totally sharp on Saturday morning.,,False,Sun Apr 21 21:00:28 +0000 2013,53,326078000829452288
37,Twitter for Android,"Housing prices are up in Feb over last Feb 9.3 per cent -remember, I told everyone two years ago to buy (but they will be going much higher)",,False,Wed May 01 12:51:38 +0000 2013,100,329578863069904897
56,Twitter Web Client,Great boardroom! What did you think? #CelebApprentice,,False,Mon Apr 01 02:58:06 +0000 2013,38,318557857253568512
351,Twitter Web Client,The only American who has met with the North Korean man child is Dennis Rodman.  Isn’t that frightening and sad?,,False,Fri Apr 12 19:47:52 +0000 2013,619,322798240913313793
8,Twitter Web Client,The #CelebApprentice post @OMAROSA. Will it ever be the same?,,False,Mon Apr 08 02:01:45 +0000 2013,22,321080390334951424
8,Twitter for Android,"""@coolboybrand: @realDonaldTrump the point of the documentary is that they were innocent - they were attacking innocent people in the Park!,",,False,Wed Apr 24 09:01:21 +0000 2013,7,326984194267942912
17,Facebook,I talk about Obamacare in today's #TrumpVlog- http://t.co/u5T96FzmnF,,False,Fri Apr 12 21:02:52 +0000 2013,41,322817113859436544
24,Twitter Web Client,Romance or Adventure- what do you prefer? #CelebApprentice,,False,Mon Apr 22 02:21:16 +0000 2013,38,326158732818006016
274,Twitter Web Client,Next time you are waiting in an emergency room remember the Boston killer was rushed to intensive care within minutes of capture.,,False,Mon Apr 22 20:31:24 +0000 2013,790,326433075246542851
24,Twitter Web Client,What do you think so far? #CelebApprentice,,False,Mon Apr 08 02:25:18 +0000 2013,16,321086319696674816
558,Twitter for Android,"I hate when the news media, so afraid to offend anyone, always refers to the BOSTON KILLER as ""the suspect"".",,False,Sun Apr 21 13:40:45 +0000 2013,646,325967345136836609
3,Twitter for Android,"""@K33MOTHERAPY: @realDonaldTrump #Trump Is HOF !"" Thanks!",,False,Wed Apr 10 03:02:01 +0000 2013,6,321820335311843328
209488,Twitter for iPhone,HAPPY EASTER!,,False,Sun Apr 01 12:27:02 +0000 2018,41493,980421275326865409
39,Twitter Web Client,Great boardroom. #CelebApprentice,,False,Mon Apr 29 02:50:14 +0000 2013,35,328702736902287360
18,Twitter for Android,"""@ILOVEBRITNEY_7: @realDonaldTrump could you run for president ? We need you!""  We need someone!",,False,Thu Apr 18 00:53:31 +0000 2013,27,324687099884343298
12,Twitter Web Client,Boardroom time- which team do you think had the best presentation? #CelebApprentice,,False,Mon Apr 29 02:16:24 +0000 2013,15,328694222867791873
9,Twitter for Android,"""@KingofRough: @realDonaldTrump Seriously wonder if you like Chinese people? Not talking about its gov.""  I really like the Chinese people.",,False,Sat Apr 27 10:54:35 +0000 2013,20,328099854754656256
113111,Twitter for iPhone,"Never said when an attack on Syria would take place. Could be very soon or not so soon at all! In any event, the United States, under my Administration, has done a great job of ridding the region of ISIS. Where is our “Thank you America?”",,False,Thu Apr 12 10:15:25 +0000 2018,25640,984374422587965440
95869,Twitter for iPhone,"The big questions in Comey’s badly reviewed book aren’t answered like, how come he gave up Classified Information (jail), why did he lie to Congress (jail), why did the DNC refuse to give Server to the FBI (why didn’t they TAKE it), why the phony memos, McCabe’s $700,000 &amp; more?",,False,Sun Apr 15 11:57:14 +0000 2018,26668,985487209510948864
56,Twitter Web Client,".@alexsalmond @pressjournal @BBCNews RT ‏@DanScavino                  
 the photos that they don't show the public... http://t.co/io18z7NM9b",,False,Fri Apr 12 19:21:38 +0000 2013,145,322791639498227713
1,Twitter Web Client,@SandeepSrih @TrumpChicago   Thanks!,SandeepSrih,False,Wed Apr 10 18:27:49 +0000 2013,1,322053317721194496
131,Twitter for Android,"""@sverriss: @realDonaldTrump what good will killing him/her do?"" He'll never kill again-and others will start to think about consequences!",,False,Sat Apr 20 00:09:30 +0000 2013,128,325400797133275136
119,Twitter Web Client,@HowardSternJohn @DonaldJTrumpJr  No!,HowardSternJohn,False,Thu Apr 25 16:29:44 +0000 2013,61,327459422039326720
11,Twitter Web Client,"My @showbiztonight interview on @KhloeKardashian, @ApprenticeNBC &amp; my surprising TV career http://t.co/NonKlNH5PE",,False,Wed Apr 24 18:11:06 +0000 2013,10,327122543880310784
10528,Twitter Web Client,Sexual pervert Anthony Weiner has zero business holding public office.,,False,Wed Apr 10 20:12:03 +0000 2013,13990,322079549812785152
21,Twitter Web Client,.@Lawrence is the poor man's left wing @oreillyfactor(with no ratings)!,,False,Tue Apr 30 16:19:03 +0000 2013,22,329268671623077889
28,Twitter Web Client,Sacrificing our nation’s bravest for  ungrateful Iraqis = great for China. China is taking majority of the oil http://t.co/U94jvw9pGT,,False,Mon Apr 01 20:47:27 +0000 2013,97,318826970139983872
87,Twitter Web Client,.@CNN should stop apologizing for the mistake they made the other day &amp; get back to reporting!,,False,Fri Apr 19 21:08:19 +0000 2013,127,325355203522068480
96474,Twitter for iPhone,I never asked Comey for Personal Loyalty. I hardly even knew this guy. Just another of his many lies. His “memos” are self serving and FAKE!,,False,Sun Apr 15 12:32:16 +0000 2018,21492,985496023555608576
0,Twitter for Android,@DurantRandy   Thanks.,DurantRandy,False,Thu Apr 25 12:50:09 +0000 2013,0,327404160091840514
0,Twitter for Android,@tjwacker. Good luck!,tjwacker,False,Sun Apr 14 20:25:09 +0000 2013,2,323532397192814592
10,Twitter for Android,"""@kennyp1966: @realDonaldTrump nice looking family! Of all your accomplishments, your family has to be your greatest""",,False,Wed Apr 10 03:09:06 +0000 2013,13,321822117823930368
4,Twitter for Android,"""@NedDust: @realDonaldTrump bush was ur boy""  Wrong!",,False,Tue Apr 30 00:33:11 +0000 2013,15,329030636633481216
33,Twitter for Android,"""@Justin_Majoy: @realDonaldTrump this may be the best tweet in the history of twitters existence""  You are too kind!",,False,Sat Apr 20 01:24:49 +0000 2013,18,325419749859270656
13,Twitter Web Client,Read about how this hotel came into being in my book “Never Give Up”—it’s quite a story. #CelebApprentice @TrumpNewYork,,False,Mon Apr 01 02:04:32 +0000 2013,17,318544375791616000
28,Twitter Web Client,@WWE Archive:“DONALD TRUMP'S GREATEST @WWE MOMENTS” http://t.co/YAbjUQS07D When I shaved  McMahon's head in @WrestleMania XXIII,WWE,False,Mon Apr 01 16:12:27 +0000 2013,50,318757762198806528
63,Twitter for Android,The basketball coach at Rutgers looks bad but I had a coach who made him look like a baby - coaches can be tough!,,False,Wed Apr 03 11:19:20 +0000 2013,123,319408772848185344
11,Twitter Web Client,Do you think @THEGaryBusey will be able to “step up” as PM?  I know @lisarinna is hoping so. #CelebApprentice,,False,Mon Apr 29 01:07:31 +0000 2013,12,328676888128147456
1,Twitter for Android,@TheSportsSwede You are so stupid!,TheSportsSwede,False,Thu Apr 25 12:32:32 +0000 2013,7,327399726003679232
22,Twitter for Android,"""@MasSergio: @realDonaldTrump the fucking truth we need our jobs back!"" That won't happen without new leadership!",,False,Wed Apr 24 08:11:34 +0000 2013,21,326971664644591616
4,Twitter for Android,"""@billf227: @realDonaldTrump staying at Doral tonight. Can't wait to see it after the Trump renovations""  It will be amazing!",,False,Thu Apr 18 00:16:51 +0000 2013,9,324677867835371520
9,Twitter for Android,"""@akd100: @realDonaldTrump are U watching #masters ?! It's no sure thing yet !!"" Yes, great event!",,False,Sun Apr 14 22:20:16 +0000 2013,10,323561368261378049
77339,Twitter for iPhone,"Mexico is making a fortune on NAFTA...They have very strong border laws - ours are pathetic. With all of the money they make from the U.S., hopefully they will stop people from coming through their country and into ours, at least until Congress changes our immigration laws!",,False,Mon Apr 02 13:08:47 +0000 2018,19557,980794173279342592
106,Twitter Web Client,Oil should not cost more than $40 a barrel.  Ideally it should be $25.  Cheap to produce and we protect the OPEC countries.,,False,Wed May 01 20:53:52 +0000 2013,261,329700217513451522
80206,Twitter for iPhone,"So sad that the Department of “Justice” and the FBI are slow walking, or even not giving, the unredacted documents requested by Congress. An embarrassment to our country!",,False,Mon Apr 02 13:58:00 +0000 2018,21140,980806557846863872
26,Twitter Web Client,Get ready for fireworks…@Joan_Rivers &amp; @THEGaryBusey face off in the Board Room this Sunday on All-Star Celebrity @ApprenticeNBC.,,False,Fri Apr 26 18:56:41 +0000 2013,30,327858788101144577
6,Twitter for Android,"""@scheekster: @realDonaldTrump @trumpgolfla it is an amazing place! Will be playing there in a tournament June 3 can't wait!""  Win!",,False,Thu Apr 18 00:23:09 +0000 2013,6,324679458760036353
28,Twitter for Android,"""@TheSportsSwede: @realDonaldTrump @ec364 Bush murdered thousands of r troops &amp; wasted trillions $ in a needless &amp; senseless war-Iraq. TRUE!",,False,Sun Apr 07 12:42:55 +0000 2013,58,320879360905191425
6,Twitter for Android,"""@bonnie_obe: @realDonaldTrump congrats my role model!! I always look up to you,boss."" Thank you!",,False,Sun Apr 07 12:55:17 +0000 2013,5,320882469731725314
236,Twitter Web Client,We need another Bush in office about as much as we need Obama to have a 3rd term.  No more Bushes!,,False,Thu Apr 25 20:00:27 +0000 2013,316,327512447613300736
9,Twitter for Android,"""@mforbes326: Can't wait for Celebrity Apprentice! Let's do this Gary! I hope he wins tonight. @realDonaldTrump""",,False,Sun Apr 14 22:45:21 +0000 2013,18,323567682026876929
34,Twitter Web Client,"‏.@richardroeper- Perhaps one of the worst replacements in showbiz, once you went on it was over! Your taste sucks!",,False,Mon Apr 29 20:13:04 +0000 2013,53,328965175388536835
0,Twitter Web Client,"@BklynBorn71 @dvorlando  Wonderful news, thanks.",BklynBorn71,False,Thu Apr 11 16:29:40 +0000 2013,1,322385973835083776
6,Twitter for Android,"@GinaCHaley   They devalue everything, stupid!",geenacheena,False,Wed Apr 24 02:24:05 +0000 2013,7,326884217785024512
43,Twitter Web Client,@Chadillac107 True and thanks!,Chadillac107,False,Wed Apr 24 19:47:49 +0000 2013,10,327146880792399873
1,Twitter Web Client,@Faithable @DanScavino True.,Faithable,False,Fri Apr 12 20:53:44 +0000 2013,2,322814816236490752
85,Twitter for Android,"""@rodmonium91: @realDonaldTrump Will the Mavs make the playoffs, what do u think Mr Trump?"" No, Mark Cuban is a loser!",,False,Fri Apr 05 13:22:03 +0000 2013,122,320164430530887680
11,Twitter for Android,"""@FrankRomeo31: @realDonaldTrump @garthdahdah don't forget SUCCESS! The most complimented cologne in my collection... by far!""  Thanks!",,False,Thu Apr 11 06:29:56 +0000 2013,18,322235047103049728
20,Twitter Web Client,"My @foxandfriends interview on risk  for @GOP on immigration, wasting money in Middle East &amp; firing @OMAROSA  http://t.co/Cp5lkJpz2A",,False,Mon Apr 01 15:56:06 +0000 2013,33,318753645925638146
29,Twitter for Android,"""@craigdevlin: @realDonaldTrump @11SHEILA11 Please run for president, Jon Stewart would destroy you!""  Jon (L) is not smart enough!",,False,Wed Apr 24 02:42:31 +0000 2013,25,326888859222806528
19,Twitter Lite,"Great sportscaster Al Michaels, a friend of mine, played golf with me on Saturday morning at Trump National, LA. He was in perfect shape!",,False,Sun Apr 21 20:57:20 +0000 2013,37,326077213759897600
633,Twitter Web Client,"“""Pennies don't fall from heaven, they have to be earned here on earth."" – PM Margaret Thatcher (October, 13 1925 – April, 8 2013)",,False,Tue Apr 09 20:42:30 +0000 2013,908,321724827197116416
10,Twitter for Android,"""@zachfelber: @realDonaldTrump best advice my great uncle Egon Dumler ever gave you??""  Invest in real estate-Egon was a great lawyer &amp; guy.",,False,Thu Apr 25 13:05:44 +0000 2013,20,327408081522786304
188,Twitter for Android,Bullshit-Pop gave me knowledge and a relatively small amount of money (split between brothers and sisters) and I built it into over 9 bill.,,False,Sun Apr 21 15:34:19 +0000 2013,194,325995925367566338
33,Twitter Web Client,"In this time of economic turmoil where millions of Americans are unemployed, our tax dollars are paying @BillMoyers' big @PBS salary!",,False,Tue Apr 02 20:21:21 +0000 2013,65,319182788341407744
13,Twitter Web Client,"In the 10:30 PM ET lead-in to local news, @ApprenticeNBC delivered a 31 percent margin of victory...",,False,Mon Apr 01 22:05:37 +0000 2013,15,318846641505452032
25,Twitter Web Client,.@TraceAdkins says @Joan_Rivers is a gem. I agree. We all agree. #CelebApprentice,,False,Mon Apr 29 01:37:14 +0000 2013,32,328684367813693440
6,Twitter Web Client,"Via @australian: ""Trump empire planning to build a presence in Sydney"" http://t.co/V2ca9ZfpH6",,False,Fri Apr 12 17:36:58 +0000 2013,22,322765297234882561
21,Twitter Web Client,I really liked everyone at the @WWE Hall of Fame ceremony--fantastic people!,,False,Thu Apr 11 17:55:37 +0000 2013,38,322407604628361216
37,Instagram,Throwing out the first pitch a few years ago at Fenway in Boston- Boston will be better than ever. http://t.co/OXIWUe15Ct,,False,Tue Apr 16 15:52:51 +0000 2013,40,324188649212223488
6,Twitter for Android,"""@imredwingfan: @realDonaldTrump truly the best show on TV....""  Thanks!1",,False,Fri Apr 05 03:02:26 +0000 2013,11,320008501441212416
153,Twitter Web Client,"Vegas’ top destination, @TrumpLasVegas is a 64-story tower of golden glass http://t.co/IE1In9f9J5 What goes on there, stays there!",,False,Tue Apr 16 19:35:48 +0000 2013,146,324244756928552961
39,Twitter for Android,"""@thejbrain: @realDonaldTrump America needs you in 2016. Your success and capabilities are enough to make the world peaceful again.God bless",,False,Sun Apr 07 05:12:57 +0000 2013,56,320766123152920578
24,Twitter Web Client,"""@VinceMcMahon To Make His Second-Ever Hall Of Fame Induction"" http://t.co/J4KKaRmrAK via @WrestlingInc  #WWEHOF #Billionaires",,False,Wed Apr 03 16:53:10 +0000 2013,67,319492786816696320
22,Twitter for Android,"""@rangi_mats: @realDonaldTrump Miss Peru Universe 2008 Karol Castillo, passed away last night :( #MissUniverse #MissPeru"" A wonderful person",,False,Fri Apr 12 06:07:57 +0000 2013,41,322591901842825217
64,Twitter for Android,I am on David Letterman tonight.,,False,Sat Apr 13 03:30:21 +0000 2013,63,322914627958763520
183,Twitter Web Client,"China controls North Korea. So now besides cyber hacking us all day, they are using the Norks to taunt us.  China is a major threat.",,False,Fri Apr 12 19:26:41 +0000 2013,354,322792909780963328
33,Twitter for Android,"""@_ayooPRINCESS: . Many people dislike @realDonaldTrump but the man is the man and I can't lie 👍 .""  So true!",,False,Sat Apr 20 04:52:14 +0000 2013,41,325471948941434881
24,Instagram,Watching the show. #WWEHOF http://t.co/64ck6O78h3,,False,Wed Apr 10 02:10:51 +0000 2013,35,321807455740903424
1,Twitter Web Client,@LanaH11 @IvankaTrump Thanks.,,False,Fri Apr 12 20:59:11 +0000 2013,0,322816188877008896
0,Twitter for Android,@VirginiaDG @bjjsoulroller,VirginiaDG,False,Wed Apr 10 03:32:27 +0000 2013,1,321827993775398913
27,Twitter for Android,"""@tdudz5: @realDonaldTrump you r the most honest and real person on twitter. Twitter was invented for Trump!"" Thanks, very nice!",,False,Mon Apr 22 12:43:05 +0000 2013,33,326315217363554304
4,Twitter for Android,"""@tdudz5: @realDonaldTrump @liljon @apprenticenbc you have given these celebrities exposure they could not buy!t.  That is true!""",,False,Wed May 01 00:07:51 +0000 2013,7,329386650708877312
1,Twitter for Android,@HayJayP26   Work hard!,HayJayP26,False,Thu Apr 25 11:57:10 +0000 2013,0,327390828496568321
0,Twitter Web Client,@ryanrockefelker Thank you.,ryanrockefelker,False,Thu Apr 11 21:07:07 +0000 2013,2,322455797491695616
15,Twitter for Android,"""@KingOf_Class: @realDonaldTrump Honestly,you can't find anyone more real than Donald Trump!"" A great compliment, thanks!",,False,Sun Apr 14 11:58:37 +0000 2013,19,323404926493552641
0,Twitter for Android,@joeromes2   Thanks Joe!,joeromes2,False,Thu Apr 18 01:43:11 +0000 2013,0,324699596674723841
105118,Twitter for iPhone,Attorney–client privilege is dead!,,False,Tue Apr 10 11:07:58 +0000 2018,27132,983662868540346371
61290,Twitter for iPhone,"Speaker Paul Ryan is a truly good man, and while he will not be seeking re-election, he will leave a legacy of achievement that nobody can question. We are with you Paul!",,False,Wed Apr 11 13:50:23 +0000 2018,9887,984066131303583746
48,Twitter Web Client,David Pecker would be a brilliant choice as CEO of TIME Magazine -- nobody could bring it back like David!  http://t.co/lLMjQh2iz9,,False,Fri Apr 19 21:02:14 +0000 2013,64,325353669870628864
11,Twitter Web Client,Talking with @SammartinoBruno backstage- http://t.co/jIYw6Tjja0 #WWEHOF,,False,Wed Apr 10 03:12:53 +0000 2013,12,321823067619864576
99240,Twitter for iPhone,"The big Caravan of People from Honduras, now coming across Mexico and heading to our “Weak Laws” Border, had better be stopped before it gets there. Cash cow NAFTA is in play, as is foreign aid to Honduras and the countries that allow this to happen. Congress MUST ACT NOW!",,False,Tue Apr 03 10:49:07 +0000 2018,25534,981121409807155200
1,Twitter Web Client,"@MisterEspinal Thanks, very nice.",KingOfKingsNYC,False,Fri Apr 12 20:56:34 +0000 2013,1,322815529817632770
3,Twitter for Android,"""@Davyshanks: Advertising Standards Authority has ruled @realDonaldTrump anti-windfarm ad misleading. Political ruling to save joker Salmond",,False,Wed Apr 24 07:10:49 +0000 2013,14,326956377480253441
443,Twitter Web Client,"Business is easy. Dealing with people is hard. If you are an entrepreneur, your most important job is to choose who works with you.",,False,Wed Apr 17 19:02:41 +0000 2013,1026,324598808396853248
1,Twitter Web Client,@LetsBeckRush A one-sided piece of garbage--and I won--big success for Scotland!,LetsBeckRush,False,Fri Apr 26 20:39:54 +0000 2013,1,327884763459379200
75763,Twitter for iPhone,"....doing things that nobody thought possible, despite the never ending and corrupt Russia Investigation, which takes tremendous time and focus. No Collusion or Obstruction (other than I fight back), so now they do the Unthinkable, and RAID a lawyers office for information! BAD!",,False,Wed Apr 11 10:47:37 +0000 2018,17869,984020136255541248
14,Twitter Web Client,.@PennJillette and @StephenBaldwin7's arguments are making the edit room look like the boardroom. #CelebApprentice,,False,Mon Apr 15 02:02:26 +0000 2013,13,323617278140760064
13,Twitter Web Client,I will be On The Record with Greta Van Susteren @gretawire tonight at 10 PM on Fox News.,,False,Fri Apr 05 20:29:14 +0000 2013,15,320271937161003008
0,Twitter Web Client,@loverofthecross I don't hate him but he made some really bad decisions.,loverofthecross,False,Fri Apr 26 20:37:19 +0000 2013,1,327884113317076992
27,Twitter for Android,@naunie_b       sarcasm dummy!,shotzz20,False,Wed May 01 01:39:09 +0000 2013,26,329409624115666944
85,Twitter Web Client,Amazing!  Watch @NHLBruins fans take over National Anthem during pregame ceremonies http://t.co/mAi1Js2k0L,,False,Thu Apr 18 17:56:44 +0000 2013,127,324944600588509184
17,Twitter Web Client,@MannaaEyad I only speak the truth.,MannaaEyad,False,Fri Apr 12 21:14:41 +0000 2013,14,322820087046348800
107639,Twitter for iPhone,"President Xi and I will always be friends, no matter what happens with our dispute on trade. China will take down its Trade Barriers because it is the right thing to do. Taxes will become Reciprocal &amp; a deal will be made on Intellectual Property. Great future for both countries!",,False,Sun Apr 08 12:12:35 +0000 2018,23922,982954355509907457
81,Twitter Web Client,In three years people won’t be building wind turbines anymore - they are obsolete &amp; totally destroy the environment in which they sit.,,False,Tue Apr 23 19:19:40 +0000 2013,190,326777412337676289
6,Twitter Web Client,The sub-station in Blackdog is very dangerous on unregulated landfill—fire hazard! @AlexSalmond @pressjournal,,False,Wed Apr 24 20:16:25 +0000 2013,9,327154080617218048
9,Twitter Web Client,".@AlexSalmond, don’t worry, my ad will be shown across the world--and it is highly accurate!",,False,Tue Apr 23 20:01:26 +0000 2013,21,326787920600104960
213,Twitter for Android,"""@seandburke: I would pay cash money to see @TheRock bodyslam @realDonaldTrump just once. #WWE #wrestlemania"" He is not strong enough!",,False,Sun Apr 07 10:51:18 +0000 2013,299,320851269071818753
7,Twitter for Android,"""@Horse_75: @realDonaldTrump real joke is your misleading ads that were deemed so.""  All politics-windfarms are in big trouble-I will win!",,False,Tue Apr 30 01:34:11 +0000 2013,16,329045988268470272
389,Twitter for Android,"Great job by the FBI, Boston Police and all others involved-start the trial tonight!",,False,Sat Apr 20 01:30:15 +0000 2013,729,325421118636818432
14,Twitter for Android,"""@ctobin22: @realDonaldTrump if u were to suggest 1 most important thing to president Obama would b??""  Leadership!",,False,Fri Apr 12 11:45:27 +0000 2013,31,322676835664150528
7,Twitter Web Client,RT @gatewaypundit: The Trump Hotel Waikiki looks like a lovely resort @realDonaldTrump  #Hawaii,,False,Mon Apr 15 19:05:50 +0000 2013,14,323874824281812993
26,Instagram,Making my speech. #WWEHOF http://t.co/aJInsaEbug,,False,Wed Apr 10 02:30:06 +0000 2013,24,321812301239971840
2,Twitter Web Client,@South_Said  Good luck.,South_Said,False,Mon Apr 01 13:54:22 +0000 2013,3,318723011152850946
142,Twitter for Android,"@ShawnGarrett   I should have many Emmys for The Apprentice if the process were fair-in any event, it's not my day job.                    ,",ShawnGarrett,False,Tue Apr 30 02:31:28 +0000 2013,157,329060403051102208
11,Twitter Web Client,Who do you think is going home? #CelebApprentice,,False,Mon Apr 15 02:53:33 +0000 2013,12,323630144256348160
8,Twitter for Android,"""@itsHODAIFA: @realDonaldTrump I wish someday i would be like you! You're my inspiration! Keep up the good work.   Thanks!",,False,Thu Apr 18 00:01:18 +0000 2013,16,324673957682896896
74516,Media Studio,"Today we honor Dr. Martin Luther King, Jr. on the 50th anniversary of his assassination. Earlier this year I spoke about Dr. King’s legacy of justice and peace, and his impact on uniting Americans. #MLK50 Proclamation: https://t.co/XXtPO0VX5A https://t.co/SH0esMSyMT",,False,Wed Apr 04 15:05:38 +0000 2018,18827,981548354088898560
9,Twitter for Android,"""@fastfranky5: @realDonaldTrump @macy @goangelo Donald - they are top notch, I have a dozen or so #Quality""  Thanks, people love them!",,False,Mon Apr 22 12:11:34 +0000 2013,8,326307286479929344
7411,Twitter for Android,I know some of you may think l'm tough and harsh but actually I'm a very compassionate person (with a very high IQ) with strong common sense,,False,Sun Apr 21 14:05:47 +0000 2013,7644,325973644276809730
6,Twitter for Android,"""@shiveringgoat: @realDonaldTrump These poor guys were PROVEN INNOCENT!  Oh really,  weren't these ""poor guys"" mugging other people in Park?",,False,Wed May 01 23:39:33 +0000 2013,20,329741916310745088
4,Twitter Web Client,My @HollywoodLife interview w/ @MELANIATRUMP discussing her debut on @ApprenticeNBC &amp; her skin care line http://t.co/UMN4QpgmHN,,False,Wed Apr 10 18:20:16 +0000 2013,17,322051419668635648
61,Twitter for Android,"""@kmcs1957: @realDonaldTrump I love when you get your Haters all twisted up. You would make another gazillion $ as a comedian #love you!""",,False,Sat Apr 20 01:49:42 +0000 2013,31,325426015734206466
14,Twitter Web Client,Had a fantastic time at yesterday’s All-Star @ApprenticeNBC press conference with @StephenBaldwin7 in @TrumpTowerNY.,,False,Wed Apr 17 16:54:27 +0000 2013,14,324566537245696000
8,Twitter for Android,"""@GenuineAccess: @realDonaldTrump Booked VIP clients to playing at the Trump Course in Palos Verdes fnn #""  Great-best course in California!",,False,Sat Apr 13 12:26:39 +0000 2013,10,323049590700003328
7,Twitter for Android,"""@Fun_Foy: @realDonaldTrump Didn't some other guy admit to actually committing this brutal crime?"" Yes, but they committed other attacks!",,False,Wed Apr 24 08:53:44 +0000 2013,5,326982277034831872
57,Twitter for Android,"""@mikeohio2323: @rob_bieber @realdonaldtrump Tell the victims and their families about this guy's rights.  Terrible!",,False,Sat Apr 20 00:20:56 +0000 2013,55,325403673599545346
37,Twitter Web Client,Obama’s $1T+ deficit budget expanded welfare &amp; green cronyism &amp; it cut domestic bomb prevention in half http://t.co/JNJRVIMW3B,,False,Wed Apr 17 20:17:07 +0000 2013,180,324617539214782465
96539,Twitter for iPhone,"China, which is a great economic power, is considered a Developing Nation within the World Trade Organization. They therefore get tremendous perks and advantages, especially over the U.S. Does anybody think this is fair. We were badly represented. The WTO is unfair to U.S.",,False,Fri Apr 06 14:32:43 +0000 2018,24521,982264844136017921
265,Twitter Web Client,"Negotiation is persuasion more than power. Be reasonable and flexible, and never let anyone know exactly where you’re coming from.",,False,Tue Apr 16 19:07:38 +0000 2013,462,324237668928086016
91577,Twitter for iPhone,"If President Obama had crossed his stated Red Line In The Sand, the Syrian disaster would have ended long ago! Animal Assad would have been history!",,False,Sun Apr 08 13:12:57 +0000 2018,24995,982969547283161090
77522,Twitter for iPhone,"Only fools, or worse, are saying that our money losing Post Office makes money with Amazon. THEY LOSE A FORTUNE, and this will be changed. Also, our fully tax paying retailers are closing stores all over the country...not a level playing field!",,False,Mon Apr 02 13:35:03 +0000 2018,18414,980800783313702918
11,Twitter for Android,"""@JFordEureka: Love the ties! Where can I get them? @realDonaldTrump @EricTrump #celebapprentice"" Macy's!",,False,Mon Apr 15 07:33:29 +0000 2013,16,323700589215236097
86,Twitter for Android,"""@PeteyProstate: @realDonaldTrump retweet to show your support for Prostate Cancer Awateness http://t.co/Ba12vUGljc""",,False,Fri Apr 05 11:31:02 +0000 2013,206,320136491303063553
37,Twitter Web Client,".@THEGaryBusey and one of his Busey-isms:  “Art is only the search, it is not the final form.” #CelebApprentice",,False,Mon Apr 01 02:15:02 +0000 2013,50,318547019146878978
16,Facebook,Spent full day with contractors at Trump National Doral - it will be amazing! http://t.co/Wv6uYBgaKh,,False,Fri Apr 05 21:27:30 +0000 2013,20,320286598040256512
7951,Twitter for Android,"The Time Magazine list of the 100 Most Influential People is a joke and stunt of a magazine that will, like Newsweek,soon be dead. Bad list!",,False,Sat Apr 27 03:54:53 +0000 2013,11853,327994231341846528
92635,Twitter for iPhone,"Slippery James Comey, a man who always ends up badly and out of whack (he is not smart!), will go down as the WORST FBI Director in history, by far!",,False,Sun Apr 15 13:07:10 +0000 2018,21340,985504808646971392
59,Twitter for Android,"""@ASanders836: @realDonaldTrump what would you feel about Jeb Bush running for president in 2016?"" The last thing we need is another Bush!",,False,Thu Apr 25 13:14:41 +0000 2013,96,327410335210418176
1305,Twitter Web Client,"""‘Better Be Careful’:Donald Trump Warns GOP On Immigration, Creating ’12 Million’ New Dem Voters"" http://t.co/omz1wUYtCX via @Mediaite",,False,Mon Apr 01 18:35:44 +0000 2013,523,318793819527192577
